student_id,student_name,disciplina,instrumento,data_entrega,percentual_acertos
1004,Kamilly Nascimento,Português,Questionário Online,2025-04-11,75.08
1004,Kamilly Nascimento,Inglês,Questionário Online,2025-04-24,74.34
1004,Kamilly Nascimento,Matemática,Prova,2025-05-11,85.91
1004,Kamilly Nascimento,Matemática,Prova,2025-05-15,82.84
1004,Kamilly Nascimento,Ciências,Apresentação,2025-05-18,89.94
1004,Kamilly Nascimento,Geografia,Questionário Online,2025-05-24,77.56
1004,Kamilly Nascimento,Matemática,Apresentação,2025-06-04,78.66
1004,Kamilly Nascimento,História,Apresentação,2025-06-05,84.17
1004,Kamilly Nascimento,Geografia,Questionário Online,2025-06-05,77.28
1004,Kamilly Nascimento,História,Apresentação,2025-06-18,79.24
1004,Kamilly Nascimento,Geografia,Prova,2025-06-20,77.02
1004,Kamilly Nascimento,Português,Prova,2025-07-09,74.36
1004,Kamilly Nascimento,Matemática,Prova,2025-08-11,93.08
1004,Kamilly Nascimento,Geografia,Trabalho,2025-08-12,82.76
1005,Antonella Leão,Geografia,Apresentação,2025-03-10,41.7
1005,Antonella Leão,Geografia,Trabalho,2025-04-03,74.72
1005,Antonella Leão,Ciências,Prova,2025-04-05,78.41
1005,Antonella Leão,História,Apresentação,2025-04-26,74.7
1005,Antonella Leão,Português,Trabalho,2025-04-30,71.31
1005,Antonella Leão,Matemática,Prova,2025-05-22,84.49
1005,Antonella Leão,História,Questionário Online,2025-05-25,73.35
1005,Antonella Leão,Inglês,Apresentação,2025-06-17,81.59
1005,Antonella Leão,Geografia,Questionário Online,2025-07-10,84.63
1005,Antonella Leão,Português,Apresentação,2025-08-10,67.83
1006,Kamilly da Rosa,Matemática,Trabalho,2025-02-20,90.18
1006,Kamilly da Rosa,Português,Apresentação,2025-02-21,77.93
1006,Kamilly da Rosa,Ciências,Trabalho,2025-03-19,76.49
1006,Kamilly da Rosa,Ciências,Prova,2025-03-28,90.05
1006,Kamilly da Rosa,Matemática,Apresentação,2025-03-28,75.41
1006,Kamilly da Rosa,Geografia,Questionário Online,2025-03-30,87.51
1006,Kamilly da Rosa,Inglês,Apresentação,2025-04-09,86.71
1006,Kamilly da Rosa,História,Prova,2025-04-11,77.55
1006,Kamilly da Rosa,Geografia,Prova,2025-04-20,90.49
1006,Kamilly da Rosa,Ciências,Apresentação,2025-04-26,71.9
1006,Kamilly da Rosa,História,Trabalho,2025-04-29,73.54
1006,Kamilly da Rosa,Ciências,Questionário Online,2025-06-04,87.65
1006,Kamilly da Rosa,Ciências,Prova,2025-07-09,76.49
1006,Kamilly da Rosa,Ciências,Apresentação,2025-07-19,73.13
1006,Kamilly da Rosa,Português,Questionário Online,2025-07-27,73.76
1006,Kamilly da Rosa,História,Trabalho,2025-07-30,77.96
1006,Kamilly da Rosa,Geografia,Trabalho,2025-08-05,80.23
1006,Kamilly da Rosa,Geografia,Trabalho,2025-08-09,84.62
1007,Sr. Benicio Sá,Inglês,Apresentação,2025-03-24,75.86
1007,Sr. Benicio Sá,História,Questionário Online,2025-03-27,86.02
1007,Sr. Benicio Sá,Inglês,Questionário Online,2025-04-02,72.55
1007,Sr. Benicio Sá,Inglês,Questionário Online,2025-04-18,76.32
1007,Sr. Benicio Sá,Geografia,Questionário Online,2025-04-19,81.35
1007,Sr. Benicio Sá,Geografia,Apresentação,2025-04-27,53.27
1007,Sr. Benicio Sá,Português,Questionário Online,2025-05-08,78.66
1007,Sr. Benicio Sá,Matemática,Apresentação,2025-05-25,85.06
1007,Sr. Benicio Sá,História,Questionário Online,2025-06-08,73.98
1007,Sr. Benicio Sá,Português,Trabalho,2025-06-29,87.43
1007,Sr. Benicio Sá,Inglês,Trabalho,2025-07-10,84.64
1007,Sr. Benicio Sá,Inglês,Prova,2025-08-17,88.86
1007,Sr. Benicio Sá,Português,Trabalho,2025-08-17,87.74
1008,Danilo Cunha,História,Apresentação,2025-02-03,58.49
1008,Danilo Cunha,Ciências,Questionário Online,2025-04-29,61.67
1008,Danilo Cunha,História,Questionário Online,2025-05-03,52.23
1008,Danilo Cunha,Geografia,Trabalho,2025-06-07,63.6
1008,Danilo Cunha,Matemática,Apresentação,2025-06-27,53.59
1008,Danilo Cunha,História,Questionário Online,2025-07-12,55.89
1008,Danilo Cunha,Inglês,Prova,2025-07-28,50.89
1008,Danilo Cunha,Português,Apresentação,2025-08-08,50.62
1008,Danilo Cunha,Matemática,Questionário Online,2025-08-08,63.27
1008,Danilo Cunha,Matemática,Questionário Online,2025-08-20,58.61
1009,Mariah da Luz,Matemática,Prova,2025-02-02,83.56
1009,Mariah da Luz,História,Questionário Online,2025-02-11,97.47
1009,Mariah da Luz,História,Trabalho,2025-03-10,83.98
1009,Mariah da Luz,Matemática,Prova,2025-03-10,83.32
1009,Mariah da Luz,História,Questionário Online,2025-03-14,93.72
1009,Mariah da Luz,Ciências,Prova,2025-03-23,93.78
1009,Mariah da Luz,Matemática,Prova,2025-03-27,79.48
1009,Mariah da Luz,Matemática,Apresentação,2025-04-17,86.0
1009,Mariah da Luz,Inglês,Questionário Online,2025-05-16,95.46
1009,Mariah da Luz,Ciências,Trabalho,2025-05-16,83.79
1009,Mariah da Luz,Geografia,Prova,2025-05-26,80.23
1009,Mariah da Luz,Português,Prova,2025-06-01,88.8
1009,Mariah da Luz,Geografia,Trabalho,2025-06-04,86.65
1009,Mariah da Luz,Matemática,Trabalho,2025-06-06,86.45
1009,Mariah da Luz,História,Trabalho,2025-08-01,90.35
1009,Mariah da Luz,Ciências,Questionário Online,2025-08-01,86.25
1009,Mariah da Luz,Ciências,Prova,2025-08-04,87.62
1010,Heloisa Melo,Geografia,Prova,2025-02-04,77.92
1010,Heloisa Melo,Inglês,Trabalho,2025-02-13,77.92
1010,Heloisa Melo,Inglês,Apresentação,2025-02-17,72.56
1010,Heloisa Melo,Matemática,Apresentação,2025-03-16,78.62
1010,Heloisa Melo,Matemática,Prova,2025-04-11,72.83
1010,Heloisa Melo,Ciências,Prova,2025-04-16,67.87
1010,Heloisa Melo,Português,Prova,2025-04-26,80.72
1010,Heloisa Melo,Português,Questionário Online,2025-04-29,70.07
1010,Heloisa Melo,Português,Prova,2025-05-01,70.85
1010,Heloisa Melo,Geografia,Prova,2025-05-03,68.06
1010,Heloisa Melo,Inglês,Trabalho,2025-05-04,63.36
1010,Heloisa Melo,Geografia,Apresentação,2025-05-11,68.44
1010,Heloisa Melo,Matemática,Trabalho,2025-05-16,64.03
1010,Heloisa Melo,Geografia,Trabalho,2025-05-19,63.29
1010,Heloisa Melo,Geografia,Prova,2025-05-26,82.72
1010,Heloisa Melo,Português,Trabalho,2025-06-07,64.65
1010,Heloisa Melo,Matemática,Questionário Online,2025-06-08,65.25
1010,Heloisa Melo,Matemática,Prova,2025-06-13,64.43
1010,Heloisa Melo,História,Trabalho,2025-06-27,73.74
1010,Heloisa Melo,Ciências,Apresentação,2025-06-28,74.01
1010,Heloisa Melo,Geografia,Apresentação,2025-07-13,67.77
1010,Heloisa Melo,Matemática,Prova,2025-07-20,73.82
1010,Heloisa Melo,Inglês,Trabalho,2025-08-01,69.44
1010,Heloisa Melo,Matemática,Apresentação,2025-08-03,77.87
1010,Heloisa Melo,Ciências,Questionário Online,2025-08-10,80.79
1010,Heloisa Melo,Geografia,Prova,2025-08-11,63.85
1011,Isis Aragão,Geografia,Questionário Online,2025-02-14,51.26
1011,Isis Aragão,Matemática,Prova,2025-02-28,50.26
1011,Isis Aragão,Ciências,Prova,2025-02-28,58.56
1011,Isis Aragão,Português,Prova,2025-04-03,63.86
1011,Isis Aragão,Matemática,Trabalho,2025-04-04,65.79
1011,Isis Aragão,Matemática,Apresentação,2025-04-15,55.54
1011,Isis Aragão,Inglês,Prova,2025-04-17,63.14
1011,Isis Aragão,Ciências,Questionário Online,2025-04-30,56.29
1011,Isis Aragão,Português,Prova,2025-05-14,49.45
1011,Isis Aragão,Ciências,Apresentação,2025-05-22,65.96
1011,Isis Aragão,Geografia,Apresentação,2025-05-27,61.68
1011,Isis Aragão,História,Apresentação,2025-06-01,50.21
1011,Isis Aragão,História,Prova,2025-06-11,57.89
1011,Isis Aragão,Matemática,Prova,2025-06-14,53.89
1011,Isis Aragão,Ciências,Questionário Online,2025-06-23,65.54
1011,Isis Aragão,Ciências,Questionário Online,2025-06-23,61.34
1011,Isis Aragão,Inglês,Prova,2025-06-26,68.08
1011,Isis Aragão,Ciências,Trabalho,2025-06-30,58.56
1011,Isis Aragão,Matemática,Prova,2025-07-03,63.49
1011,Isis Aragão,Inglês,Prova,2025-07-15,54.09
1011,Isis Aragão,Matemática,Questionário Online,2025-07-17,51.87
1011,Isis Aragão,Ciências,Prova,2025-07-23,59.68
1011,Isis Aragão,Ciências,Prova,2025-07-24,62.93
1011,Isis Aragão,História,Questionário Online,2025-07-24,62.97
1011,Isis Aragão,Ciências,Prova,2025-08-01,56.89
1011,Isis Aragão,Geografia,Prova,2025-08-06,61.56
1012,Aylla Pereira,Ciências,Questionário Online,2025-02-25,52.1
1012,Aylla Pereira,Matemática,Questionário Online,2025-03-07,60.85
1012,Aylla Pereira,Português,Prova,2025-03-10,53.25
1012,Aylla Pereira,História,Prova,2025-04-28,61.44
1012,Aylla Pereira,História,Questionário Online,2025-05-21,64.84
1012,Aylla Pereira,Ciências,Apresentação,2025-05-22,64.85
1012,Aylla Pereira,Português,Prova,2025-05-28,59.64
1012,Aylla Pereira,Português,Prova,2025-06-10,59.01
1012,Aylla Pereira,Português,Prova,2025-06-12,54.81
1012,Aylla Pereira,Inglês,Questionário Online,2025-06-13,60.54
1012,Aylla Pereira,Geografia,Apresentação,2025-06-22,53.03
1012,Aylla Pereira,Inglês,Trabalho,2025-07-25,56.61
1012,Aylla Pereira,Português,Trabalho,2025-07-30,62.03
1012,Aylla Pereira,Português,Questionário Online,2025-08-11,52.2
1012,Aylla Pereira,História,Trabalho,2025-08-14,50.0
1012,Aylla Pereira,História,Questionário Online,2025-08-16,61.5
1012,Aylla Pereira,Matemática,Questionário Online,2025-08-20,52.08
1013,Davi Lucca Rodrigues,Ciências,Apresentação,2025-02-16,66.1
1013,Davi Lucca Rodrigues,Matemática,Apresentação,2025-02-26,78.58
1013,Davi Lucca Rodrigues,Inglês,Questionário Online,2025-03-11,86.35
1013,Davi Lucca Rodrigues,História,Questionário Online,2025-03-14,75.62
1013,Davi Lucca Rodrigues,Português,Questionário Online,2025-04-06,80.22
1013,Davi Lucca Rodrigues,Ciências,Questionário Online,2025-04-19,89.0
1013,Davi Lucca Rodrigues,Geografia,Prova,2025-05-07,94.16
1013,Davi Lucca Rodrigues,Ciências,Questionário Online,2025-05-12,76.67
1013,Davi Lucca Rodrigues,Inglês,Questionário Online,2025-05-17,91.75
1013,Davi Lucca Rodrigues,História,Trabalho,2025-06-03,91.33
1013,Davi Lucca Rodrigues,Português,Questionário Online,2025-06-29,79.45
1013,Davi Lucca Rodrigues,Inglês,Questionário Online,2025-07-06,90.63
1013,Davi Lucca Rodrigues,Inglês,Questionário Online,2025-07-07,80.78
1013,Davi Lucca Rodrigues,História,Questionário Online,2025-07-11,84.05
1013,Davi Lucca Rodrigues,Ciências,Trabalho,2025-07-12,90.64
1013,Davi Lucca Rodrigues,Geografia,Questionário Online,2025-07-25,86.55
1013,Davi Lucca Rodrigues,Ciências,Prova,2025-08-03,90.06
1013,Davi Lucca Rodrigues,Português,Trabalho,2025-08-05,80.1
1013,Davi Lucca Rodrigues,História,Trabalho,2025-08-06,86.68
1013,Davi Lucca Rodrigues,Inglês,Questionário Online,2025-08-13,87.79
1013,Davi Lucca Rodrigues,Português,Trabalho,2025-08-14,85.12
1013,Davi Lucca Rodrigues,História,Questionário Online,2025-08-20,94.1
1014,Camila Jesus,Geografia,Apresentação,2025-02-02,58.62
1014,Camila Jesus,Ciências,Trabalho,2025-02-21,61.63
1014,Camila Jesus,Inglês,Trabalho,2025-03-05,56.18
1014,Camila Jesus,Inglês,Questionário Online,2025-03-08,55.62
1014,Camila Jesus,História,Apresentação,2025-03-27,53.98
1014,Camila Jesus,Português,Apresentação,2025-04-07,53.83
1014,Camila Jesus,História,Questionário Online,2025-04-17,58.16
1014,Camila Jesus,Inglês,Apresentação,2025-04-26,57.21
1014,Camila Jesus,Inglês,Trabalho,2025-05-06,67.99
1014,Camila Jesus,Inglês,Apresentação,2025-05-16,63.23
1014,Camila Jesus,História,Apresentação,2025-05-24,57.68
1014,Camila Jesus,Matemática,Questionário Online,2025-06-17,55.71
1014,Camila Jesus,Inglês,Questionário Online,2025-06-18,51.68
1014,Camila Jesus,Inglês,Trabalho,2025-06-18,61.4
1014,Camila Jesus,Português,Prova,2025-07-02,55.41
1014,Camila Jesus,Ciências,Prova,2025-08-02,61.03
1014,Camila Jesus,Matemática,Apresentação,2025-08-06,66.11
1015,Sr. Henrique Gonçalves,Ciências,Apresentação,2025-02-11,66.84
1015,Sr. Henrique Gonçalves,Inglês,Trabalho,2025-02-20,79.68
1015,Sr. Henrique Gonçalves,Ciências,Questionário Online,2025-03-05,81.5
1015,Sr. Henrique Gonçalves,História,Questionário Online,2025-03-07,75.88
1015,Sr. Henrique Gonçalves,Matemática,Apresentação,2025-03-22,70.63
1015,Sr. Henrique Gonçalves,Ciências,Prova,2025-06-15,71.27
1015,Sr. Henrique Gonçalves,Inglês,Trabalho,2025-07-10,81.74
1015,Sr. Henrique Gonçalves,Português,Questionário Online,2025-07-15,67.76
1015,Sr. Henrique Gonçalves,Português,Questionário Online,2025-07-23,44.45
1015,Sr. Henrique Gonçalves,História,Apresentação,2025-08-07,70.88
1015,Sr. Henrique Gonçalves,Português,Questionário Online,2025-08-16,78.51
1016,Manuela Montenegro,História,Trabalho,2025-02-08,55.09
1016,Manuela Montenegro,Português,Trabalho,2025-02-12,54.12
1016,Manuela Montenegro,Matemática,Apresentação,2025-02-18,50.84
1016,Manuela Montenegro,Geografia,Questionário Online,2025-03-18,54.81
1016,Manuela Montenegro,História,Questionário Online,2025-03-22,57.66
1016,Manuela Montenegro,Inglês,Apresentação,2025-03-24,51.75
1016,Manuela Montenegro,Geografia,Trabalho,2025-04-01,59.61
1016,Manuela Montenegro,Matemática,Questionário Online,2025-04-09,59.73
1016,Manuela Montenegro,Geografia,Trabalho,2025-04-22,52.65
1016,Manuela Montenegro,Matemática,Questionário Online,2025-04-23,24.91
1016,Manuela Montenegro,Geografia,Apresentação,2025-04-26,52.59
1016,Manuela Montenegro,Geografia,Trabalho,2025-04-27,56.22
1016,Manuela Montenegro,Inglês,Prova,2025-06-13,50.42
1016,Manuela Montenegro,História,Apresentação,2025-06-25,46.97
1016,Manuela Montenegro,Ciências,Apresentação,2025-06-26,52.2
1016,Manuela Montenegro,Português,Questionário Online,2025-06-27,58.4
1016,Manuela Montenegro,Geografia,Trabalho,2025-08-09,55.53
1016,Manuela Montenegro,Geografia,Trabalho,2025-08-10,45.34
1017,Theodoro Freitas,Inglês,Apresentação,2025-02-01,69.2
1017,Theodoro Freitas,Inglês,Apresentação,2025-03-06,62.93
1017,Theodoro Freitas,História,Apresentação,2025-03-26,54.87
1017,Theodoro Freitas,Geografia,Trabalho,2025-04-16,59.13
1017,Theodoro Freitas,Português,Questionário Online,2025-04-22,62.77
1017,Theodoro Freitas,Português,Questionário Online,2025-04-28,62.77
1017,Theodoro Freitas,Português,Questionário Online,2025-04-29,70.6
1017,Theodoro Freitas,Português,Trabalho,2025-04-30,34.53
1017,Theodoro Freitas,Português,Prova,2025-05-02,70.28
1017,Theodoro Freitas,Português,Prova,2025-05-28,56.41
1017,Theodoro Freitas,História,Prova,2025-06-08,70.86
1017,Theodoro Freitas,Ciências,Prova,2025-07-15,55.68
1018,Léo Cirino,Ciências,Trabalho,2025-02-04,60.78
1018,Léo Cirino,Geografia,Trabalho,2025-02-07,72.31
1018,Léo Cirino,Geografia,Apresentação,2025-02-11,69.05
1018,Léo Cirino,Matemática,Questionário Online,2025-02-14,63.17
1018,Léo Cirino,Ciências,Prova,2025-02-14,77.57
1018,Léo Cirino,Matemática,Prova,2025-02-15,59.18
1018,Léo Cirino,Inglês,Apresentação,2025-03-05,59.79
1018,Léo Cirino,Português,Questionário Online,2025-03-06,59.15
1018,Léo Cirino,História,Trabalho,2025-03-25,75.82
1018,Léo Cirino,História,Apresentação,2025-03-30,63.97
1018,Léo Cirino,Matemática,Questionário Online,2025-04-08,68.28
1018,Léo Cirino,Português,Prova,2025-05-07,61.35
1018,Léo Cirino,Geografia,Questionário Online,2025-05-18,59.47
1018,Léo Cirino,Português,Trabalho,2025-05-22,62.55
1018,Léo Cirino,Português,Prova,2025-06-01,62.03
1018,Léo Cirino,Ciências,Trabalho,2025-06-02,59.89
1018,Léo Cirino,Ciências,Prova,2025-06-05,72.53
1018,Léo Cirino,Geografia,Prova,2025-06-22,76.98
1018,Léo Cirino,Matemática,Trabalho,2025-06-23,71.35
1018,Léo Cirino,Matemática,Prova,2025-07-06,59.15
1018,Léo Cirino,História,Prova,2025-07-07,62.89
1018,Léo Cirino,Matemática,Prova,2025-07-18,76.88
1018,Léo Cirino,Ciências,Prova,2025-08-07,62.66
1018,Léo Cirino,Geografia,Trabalho,2025-08-13,77.44
1019,Sr. Luiz Henrique Araújo,Matemática,Apresentação,2025-02-06,66.33
1019,Sr. Luiz Henrique Araújo,Matemática,Apresentação,2025-02-19,77.87
1019,Sr. Luiz Henrique Araújo,Geografia,Apresentação,2025-02-22,68.11
1019,Sr. Luiz Henrique Araújo,Inglês,Questionário Online,2025-02-28,76.12
1019,Sr. Luiz Henrique Araújo,Ciências,Apresentação,2025-03-22,62.07
1019,Sr. Luiz Henrique Araújo,História,Prova,2025-04-05,71.2
1019,Sr. Luiz Henrique Araújo,História,Trabalho,2025-04-07,46.24
1019,Sr. Luiz Henrique Araújo,Português,Prova,2025-04-14,67.69
1019,Sr. Luiz Henrique Araújo,Geografia,Prova,2025-04-15,78.97
1019,Sr. Luiz Henrique Araújo,Geografia,Prova,2025-04-16,70.2
1019,Sr. Luiz Henrique Araújo,História,Prova,2025-04-28,70.21
1019,Sr. Luiz Henrique Araújo,Português,Trabalho,2025-05-05,66.36
1019,Sr. Luiz Henrique Araújo,Ciências,Prova,2025-05-13,67.45
1019,Sr. Luiz Henrique Araújo,Ciências,Trabalho,2025-05-22,67.56
1019,Sr. Luiz Henrique Araújo,Português,Prova,2025-05-27,52.07
1019,Sr. Luiz Henrique Araújo,Ciências,Questionário Online,2025-05-28,72.86
1019,Sr. Luiz Henrique Araújo,Ciências,Trabalho,2025-06-03,68.42
1019,Sr. Luiz Henrique Araújo,Geografia,Trabalho,2025-06-06,67.69
1019,Sr. Luiz Henrique Araújo,Matemática,Questionário Online,2025-06-12,74.85
1019,Sr. Luiz Henrique Araújo,Inglês,Prova,2025-06-17,72.57
1019,Sr. Luiz Henrique Araújo,Geografia,Prova,2025-06-26,80.58
1019,Sr. Luiz Henrique Araújo,Inglês,Prova,2025-07-16,71.18
1019,Sr. Luiz Henrique Araújo,Ciências,Questionário Online,2025-07-21,76.42
1019,Sr. Luiz Henrique Araújo,Ciências,Prova,2025-08-03,78.1
1020,Isabelly Leão,Inglês,Prova,2025-03-08,86.25
1020,Isabelly Leão,Geografia,Trabalho,2025-03-14,92.94
1020,Isabelly Leão,Ciências,Apresentação,2025-03-15,85.51
1020,Isabelly Leão,Inglês,Trabalho,2025-03-30,78.78
1020,Isabelly Leão,Português,Trabalho,2025-04-05,93.25
1020,Isabelly Leão,Matemática,Questionário Online,2025-04-13,92.79
1020,Isabelly Leão,História,Trabalho,2025-04-16,78.24
1020,Isabelly Leão,Ciências,Trabalho,2025-04-19,78.47
1020,Isabelly Leão,Ciências,Questionário Online,2025-04-23,78.26
1020,Isabelly Leão,Ciências,Questionário Online,2025-04-25,77.05
1020,Isabelly Leão,História,Apresentação,2025-04-30,85.73
1020,Isabelly Leão,Ciências,Prova,2025-05-17,76.98
1020,Isabelly Leão,Português,Trabalho,2025-05-19,90.69
1020,Isabelly Leão,Ciências,Prova,2025-05-21,86.09
1020,Isabelly Leão,Matemática,Questionário Online,2025-05-26,91.57
1020,Isabelly Leão,Português,Questionário Online,2025-05-30,88.24
1020,Isabelly Leão,História,Prova,2025-06-08,83.23
1020,Isabelly Leão,História,Questionário Online,2025-07-27,92.37
1020,Isabelly Leão,Inglês,Prova,2025-08-02,92.05
1020,Isabelly Leão,Inglês,Questionário Online,2025-08-13,86.64
1021,Larissa Leão,Matemática,Prova,2025-02-02,75.17
1021,Larissa Leão,Geografia,Apresentação,2025-02-12,61.93
1021,Larissa Leão,História,Trabalho,2025-02-14,66.61
1021,Larissa Leão,Matemática,Questionário Online,2025-02-17,78.87
1021,Larissa Leão,Inglês,Questionário Online,2025-02-20,79.94
1021,Larissa Leão,Português,Prova,2025-02-26,73.4
1021,Larissa Leão,Matemática,Trabalho,2025-03-12,80.12
1021,Larissa Leão,Matemática,Prova,2025-03-18,61.7
1021,Larissa Leão,História,Prova,2025-03-21,64.33
1021,Larissa Leão,Matemática,Questionário Online,2025-03-24,76.94
1021,Larissa Leão,Geografia,Prova,2025-03-28,63.53
1021,Larissa Leão,Matemática,Apresentação,2025-03-31,69.13
1021,Larissa Leão,Português,Trabalho,2025-04-08,70.66
1021,Larissa Leão,Geografia,Apresentação,2025-04-11,62.5
1021,Larissa Leão,Matemática,Apresentação,2025-04-15,69.13
1021,Larissa Leão,Matemática,Trabalho,2025-04-21,73.28
1021,Larissa Leão,Matemática,Trabalho,2025-04-25,78.16
1021,Larissa Leão,Ciências,Prova,2025-04-26,61.04
1021,Larissa Leão,Geografia,Apresentação,2025-05-02,63.04
1021,Larissa Leão,Geografia,Trabalho,2025-05-02,76.7
1021,Larissa Leão,Português,Apresentação,2025-05-30,69.28
1021,Larissa Leão,Geografia,Trabalho,2025-06-06,63.25
1021,Larissa Leão,Português,Questionário Online,2025-06-07,76.68
1021,Larissa Leão,Português,Trabalho,2025-06-21,69.83
1021,Larissa Leão,Ciências,Trabalho,2025-07-17,65.7
